location,princ,irate,cscore,result
suburban,405,7.25,572,non-default
suburban,362,8,478,default
suburban,349,7.75,618,default
suburban,416,7.5,570,non-default
suburban,228,8,631,default
rural,135,7.25,583,non-default
suburban,94,8,615,default
suburban,599,7.25,751,default
urban,634,7.25,640,default
rural,1167,7.25,643,default
suburban,293,7.25,610,non-default
rural,605,7.25,620,non-default
suburban,776,7.5,692,default
urban,516,7.5,557,default
rural,600,7,651,non-default
suburban,501,7,680,non-default
suburban,337,7.25,635,non-default
suburban,670,7.5,599,default
urban,291,6.75,636,default
rural,780,6.75,641,non-default
rural,596,6.5,639,non-default
suburban,827,7.5,625,default
urban,512,7.25,515,default
rural,897,7.25,745,default
suburban,144,6.75,554,default
suburban,334,7.75,629,default
rural,1175,7.25,688,default
urban,513,7,645,default
urban,376,7.75,471,default
suburban,667,7,704,default
urban,268,7.25,534,default
suburban,727,7.25,679,default
suburban,418,7.75,732,default
suburban,204,8,616,default
urban,204,7,592,default
suburban,393,7.25,714,default
urban,530,6.75,684,default
urban,326,7,678,default
suburban,340,7.75,664,default
suburban,423,7.75,755,non-default
rural,563,7,588,non-default
urban,433,7.5,649,default
suburban,450,7.5,641,default
urban,670,7.25,781,default
suburban,907,7,738,non-default
urban,485,7.5,514,default
suburban,852,7.5,784,non-default
suburban,512,7.25,653,non-default
urban,392,8.25,755,default
urban,526,7.25,651,non-default
suburban,155,7.5,606,non-default
suburban,357,6.75,681,non-default
suburban,764,7,723,non-default
suburban,682,7.75,711,default
urban,609,7.75,741,default
suburban,430,7.75,600,non-default
urban,492,7.5,443,default
rural,566,7,625,non-default
suburban,1107,7.25,698,default
rural,843,6.75,676,non-default
rural,896,6.5,681,non-default
suburban,288,7.25,547,default
rural,1147,7.5,683,default
rural,1023,7.25,723,default
suburban,826,7.25,703,default
rural,1286,7.5,672,default
urban,779,6.75,755,non-default
rural,412,7.5,618,non-default
rural,625,7.5,801,non-default
urban,593,7,706,default
suburban,437,7.25,757,non-default
suburban,216,6.25,677,default
suburban,771,7.5,631,default
urban,347,7,674,default
urban,111,6.75,481,non-default
suburban,581,7.75,542,default
suburban,720,7.25,714,default
urban,516,7,691,default
rural,324,7.5,605,default
suburban,377,7.75,664,default
suburban,633,7.25,658,non-default
urban,260,7.25,578,default
urban,163,6.75,624,default
suburban,457,7,661,non-default
suburban,1009,7.25,680,default
suburban,457,7,705,default
suburban,885,7.25,686,default
suburban,462,7.25,657,non-default
suburban,501,7.5,763,non-default
suburban,723,7.25,689,default
suburban,791,7,707,non-default
urban,228,7.25,572,default
urban,401,7,569,default
suburban,190,7.75,625,default
suburban,782,8,633,non-default
urban,650,7.75,566,default
suburban,245,6.75,511,non-default
urban,270,7.5,572,default
suburban,591,7,682,non-default
suburban,829,7.5,636,non-default
suburban,340,7.25,668,non-default
suburban,640,7.5,646,non-default
suburban,467,6.25,521,non-default
suburban,762,6.75,716,non-default
urban,497,6.75,774,non-default
suburban,584,7.5,702,default
suburban,611,8,494,default
rural,45,7.75,600,non-default
rural,326,7.25,642,default
suburban,345,7.25,509,default
urban,282,7.25,534,default
suburban,428,7.5,663,non-default
rural,518,7,581,default
urban,305,7.75,714,default
suburban,598,7.75,604,default
suburban,213,6.75,498,non-default
rural,489,7.25,598,non-default
rural,965,7.25,772,default
suburban,637,7.25,690,default
rural,721,6.75,563,non-default
rural,960,7.25,718,default
urban,541,7,741,default
rural,577,7,622,non-default
suburban,677,8,482,default
suburban,499,7.25,683,non-default
urban,563,7.25,658,default
rural,943,6.5,639,non-default
suburban,379,7.25,652,default
suburban,859,7.25,698,default
suburban,626,7.25,682,default
urban,482,7.5,627,default
rural,1014,7.25,705,default
urban,51,8.25,691,default
suburban,677,7.25,498,default
rural,1230,7.5,744,default
rural,526,7.25,619,non-default
rural,342,7.5,614,non-default
suburban,572,7,724,default
urban,123,6.75,545,non-default
urban,510,6.75,658,default
rural,200,8.25,615,non-default
urban,520,7,731,non-default
urban,537,7,662,non-default
urban,449,7,567,default
suburban,316,7.25,568,non-default
suburban,521,7.5,645,default
suburban,725,7.5,591,default
suburban,423,7.5,585,default
urban,498,7.5,575,default
rural,1096,7.25,668,default
suburban,311,7.75,641,default
rural,450,7.25,611,non-default
suburban,545,7.5,554,default
urban,488,7,712,default
suburban,601,7.25,708,default
urban,494,6.75,714,default
suburban,330,7.75,465,non-default
rural,393,7.75,609,default
suburban,770,7.25,753,default
suburban,444,7,717,default
suburban,336,7.5,622,non-default
rural,1393,7.5,710,default
suburban,453,7.75,463,default
urban,654,7.25,545,default
suburban,425,7,725,default
urban,265,7,647,default
suburban,573,7.25,735,default
suburban,652,6.75,678,non-default
suburban,508,7.25,652,default
suburban,880,7.25,709,default
rural,702,6.75,663,non-default
urban,476,7.25,601,default
suburban,673,6.75,719,default
suburban,844,7.25,708,default
suburban,425,7.25,696,non-default
suburban,624,7.25,734,default
suburban,273,7,563,default
rural,479,7.5,615,non-default
rural,958,7.25,730,default
urban,397,7,617,default
urban,294,7.25,548,default
suburban,513,7.5,651,default
rural,405,7.25,585,non-default
suburban,625,7.25,737,default
suburban,637,7.5,665,default
rural,289,7.5,623,default
suburban,601,7,743,default
suburban,480,7.5,670,default
rural,468,7.25,609,default
suburban,771,7,675,non-default
urban,565,7,646,default
urban,511,7,675,default
urban,425,7,680,default
suburban,539,7.25,700,default
rural,360,7.75,587,default
suburban,742,7.25,685,default
suburban,538,7,735,default
rural,858,7.25,731,default
suburban,543,7.75,651,default
urban,768,6.5,757,non-default
urban,639,7,747,non-default
suburban,415,6.75,745,non-default
rural,820,7.25,734,default
urban,822,7,765,default
rural,247,7.5,590,non-default
suburban,857,7.25,721,default
suburban,124,6.25,526,non-default
suburban,471,7.75,694,non-default
suburban,614,7.25,685,default
urban,499,7.5,582,default
suburban,463,7.5,724,non-default
rural,1154,7.5,655,default
urban,401,7,680,default
rural,138,8,555,default
suburban,261,6.75,689,non-default
suburban,286,6.75,583,non-default
rural,909,7.25,746,default
suburban,395,6.75,636,non-default
suburban,213,7.75,644,default
rural,339,7.75,562,non-default
suburban,720,7.75,505,default
suburban,363,7.5,654,non-default
rural,861,7.25,739,default
suburban,841,7,739,non-default
urban,342,7.25,654,non-default
suburban,372,7.75,666,default
urban,798,7,659,non-default
rural,517,8,565,default
suburban,420,7.75,632,default
urban,560,7.25,621,default
rural,839,6,639,non-default
rural,322,7,628,non-default
suburban,868,7.25,716,default
urban,315,8,681,default
suburban,326,7.75,630,non-default
suburban,851,7.25,685,default
suburban,441,7.75,637,default
suburban,211,6.75,662,non-default
urban,420,7.25,635,default
rural,390,7.75,570,non-default
suburban,719,7,675,default
suburban,602,7.25,697,default
suburban,409,7.25,677,non-default
suburban,598,7,777,default
rural,955,7.25,706,default
suburban,645,7.5,557,default
urban,194,7,633,non-default
urban,384,8.25,581,default
suburban,543,7.25,533,default
urban,577,7,741,non-default
suburban,325,7.5,537,non-default
rural,478,7,648,non-default
rural,538,7.25,625,non-default
rural,955,7.25,697,default
rural,759,6.75,657,non-default
urban,395,7,665,non-default
rural,620,7,594,non-default
suburban,402,7.25,707,non-default
suburban,568,7.25,743,default
suburban,253,7,518,default
urban,252,7.25,611,default
suburban,603,7.25,684,default
urban,524,7,715,non-default
rural,1025,7.25,743,default
suburban,406,7.5,669,default
urban,359,7.75,711,default
suburban,658,7.25,646,default
rural,502,7,787,non-default
rural,841,7.25,757,default
urban,130,7,719,default
urban,692,6.75,782,non-default
urban,646,7.5,614,default
suburban,433,7.75,572,default
suburban,972,7.25,671,default
suburban,699,7,679,default
suburban,491,7.25,676,default
suburban,620,7.25,667,non-default
suburban,725,7.25,667,default
urban,119,7,696,non-default
rural,808,7.25,768,default
urban,567,7.5,693,default
suburban,639,7,743,default
suburban,613,7.25,724,default
suburban,473,7,754,non-default
rural,790,7.25,729,default
rural,347,7,595,non-default
suburban,453,7.25,715,non-default
suburban,862,7.5,611,default
urban,155,6.75,489,non-default
urban,279,7.75,725,default
suburban,643,7.25,746,default
urban,46,7.25,330,default
suburban,665,7.5,604,default
suburban,956,7.25,655,default
suburban,752,7.25,675,default
suburban,697,7,765,non-default
urban,583,7.25,690,non-default
suburban,481,7.25,686,default
rural,342,7.5,573,default
suburban,880,7,681,default
suburban,245,7.25,664,non-default
suburban,751,7.25,710,default
rural,447,6.75,759,non-default
rural,1159,7.5,697,default
suburban,405,7,717,non-default
urban,684,6.75,848,non-default
suburban,438,7.5,688,default
suburban,859,8,498,default
suburban,614,7,711,default
urban,411,8.25,541,non-default
suburban,471,7.25,684,default
suburban,787,7.5,600,default
suburban,644,7.25,665,default
suburban,369,7.25,695,default
suburban,797,6.5,691,non-default
rural,1029,7.5,641,default
urban,545,7,596,default
rural,743,6.5,650,non-default
suburban,899,6.5,683,non-default
urban,581,7.25,651,default
suburban,386,7,568,default
rural,531,7.25,613,non-default
urban,156,6.5,448,non-default
suburban,531,7.75,660,default
suburban,705,7.25,691,default
rural,478,8,697,default
suburban,367,7,767,default
suburban,914,8,559,default
suburban,973,7.25,686,default
urban,362,7.5,533,default
suburban,1018,7.25,706,default
urban,456,7.25,646,default
suburban,697,7.25,681,default
suburban,332,7,697,default
suburban,732,7.25,645,default
rural,899,7.25,753,default
rural,372,7.5,624,non-default
urban,138,7,439,default
urban,558,7,640,default
urban,571,7.5,557,default
suburban,917,7.25,734,default
suburban,683,6.75,721,non-default
suburban,677,7,672,non-default
suburban,564,7.75,504,default
urban,188,7,727,default
urban,588,7,706,non-default
rural,957,7.25,689,default
suburban,378,7.5,666,non-default
suburban,267,7,759,default
suburban,700,8,569,non-default
suburban,880,7.25,758,non-default
urban,233,7.5,473,default
urban,193,7.25,509,default
suburban,445,7.25,681,default
urban,615,7.5,630,default
suburban,554,7,691,default
suburban,817,7,599,non-default
urban,643,7.25,619,default
suburban,389,7.75,686,non-default
suburban,357,7.5,673,default
urban,416,7,657,default
suburban,665,7.25,646,default
rural,1131,7.5,731,default
urban,522,7.25,663,default
suburban,241,7,524,default
urban,331,7.75,466,default
suburban,791,7.5,676,default
urban,561,7.5,543,default
suburban,288,8,637,default
suburban,355,7.25,604,default
suburban,711,8,456,default
suburban,761,7.25,628,default
rural,577,7,626,non-default
suburban,272,6.75,577,non-default
urban,540,7.25,566,default
rural,1054,7.25,718,default
suburban,1081,7.75,696,non-default
suburban,533,7.5,689,default
suburban,698,7.5,604,default
rural,906,6.25,662,non-default
suburban,190,6.5,659,non-default
suburban,627,7,830,default
urban,366,7.5,528,default
suburban,522,7.25,656,non-default
urban,554,7.25,604,default
rural,625,6.5,601,non-default
urban,710,7,760,default
suburban,200,8,611,default
rural,490,7.25,615,non-default
rural,261,7.75,553,non-default
rural,801,7.25,681,default
suburban,802,7,823,non-default
suburban,840,7.75,586,default
urban,283,7.25,680,default
suburban,665,7.25,661,default
suburban,394,7.5,643,non-default
rural,998,7.25,718,default
suburban,616,7.25,707,default
suburban,560,7.25,695,default
suburban,366,7,713,non-default
urban,373,7.25,719,default
suburban,77,8.5,644,default
rural,361,6.75,620,non-default
suburban,719,7.25,702,default
suburban,605,7,762,default
suburban,795,7.75,675,non-default
suburban,596,7.25,742,default
suburban,777,7.25,658,default
urban,611,7.25,717,default
suburban,470,7,665,non-default
suburban,399,7.25,715,non-default
urban,309,7.25,683,non-default
suburban,945,7.75,578,non-default
rural,792,7.25,703,default
urban,527,7.25,653,default
urban,325,7.25,681,default
suburban,859,7.5,658,non-default
rural,603,7,564,default
rural,450,7,606,non-default
suburban,674,7.25,714,default
rural,532,7.25,563,non-default
suburban,905,6.75,674,non-default
urban,591,7.5,587,default
rural,1057,7.5,658,default
suburban,868,6.75,813,non-default
urban,397,6.75,646,default
urban,665,7.5,572,default
rural,407,6.5,787,non-default
suburban,832,7.25,780,non-default
suburban,212,6.75,584,default
suburban,750,7.25,715,default
rural,522,7,661,non-default
suburban,550,7.25,760,default
suburban,417,7,696,non-default
urban,200,6.75,535,non-default
urban,487,7.25,610,non-default
urban,391,7,702,default
urban,589,7,655,non-default
urban,251,6.75,558,non-default
rural,743,7,649,non-default
suburban,236,6.75,607,non-default
suburban,672,7.25,686,default
suburban,837,7.25,632,default
rural,1056,7.25,772,default
rural,896,6.25,580,non-default
suburban,677,7.25,619,default
rural,148,7.75,583,default
urban,403,7.25,647,default
suburban,282,7.75,646,default
rural,627,7,605,non-default
urban,663,7.5,736,default
suburban,470,7.5,686,default
urban,631,7.5,653,non-default
suburban,232,6.25,626,non-default
suburban,416,7.5,613,non-default
suburban,864,7.25,658,non-default
suburban,1009,7.25,695,default
urban,605,7.25,657,non-default
rural,332,7.5,621,non-default
suburban,772,8,478,default
urban,532,7.75,510,default
suburban,228,7.75,630,non-default
suburban,729,7.25,676,default
urban,236,7.25,664,non-default
suburban,787,7.5,658,default
rural,167,7.25,594,non-default
suburban,967,7.75,588,default
rural,1143,7.5,661,default
suburban,820,7,804,non-default
urban,420,7.5,562,default
suburban,641,7.25,728,default
rural,1195,7.25,691,default
urban,686,7,743,default
suburban,583,7.5,611,default
suburban,650,7.75,606,default
urban,486,7.5,487,default
urban,369,7,679,default
suburban,747,7.25,734,default
suburban,717,7,801,non-default
urban,442,8,496,default
rural,492,7.25,612,non-default
urban,557,7.25,707,default
